20000 999387
41 9962 93
41 10157 26
41 11201 35
41 11833 35
41 11926 16
41 12473 30
41 12700 23
41 12849 93
41 13324 37
41 14257 62
41 14849 24
41 15107 18
41 15408 29
41 15595 37
41 15765 1
41 15990 63
41 16107 96
41 16114 46
41 16926 39
41 17354 46
41 17941 95
41 18450 41
41 18465 63
41 18497 5
41 18794 80
41 19127 86
42 348 19
42 1077 27
42 1400 6
42 1449 88
42 1892 50
42 1995 97
42 2587 13
42 2814 39
42 2994 7
42 3346 50
42 3448 76
42 3757 1
42 4011 89
42 4228 57
42 4410 58
42 5148 31
42 5188 74
42 6254 19
42 6706 46
42 6851 99
42 7049 38
42 7119 25
42 7164 33
42 7208 60
42 7366 70
42 7913 80
42 9157 100
42 9403 75
42 9556 30
42 10834 78
42 11289 84
42 11323 64
42 12013 3
42 13378 75
42 13576 18
42 14100 38
42 14226 45
42 14754 31
42 15284 21
42 15478 3
42 15690 71
42 16004 14
42 16018 64
42 16329 94
42 16376 64
42 16516 43
42 16990 95
42 17573 85
42 17672 31
42 18534 58
42 18567 3
42 18964 19
42 19695 55
42 19705 79
42 19866 84
42 19894 56
43 211 81
43 222 49
43 337 13
43 646 92
43 2034 99
43 2919 85
43 3241 12
43 3600 68
43 4561 97
43 4574 99
43 4909 18
43 5473 96
43 5708 16
43 6284 42
43 6400 34
43 6598 50
43 6794 44
43 6804 96
43 6836 35
43 9588 60
43 10700 91
43 10738 69
43 10856 54
43 10867 39
43 11124 37
43 11230 49
43 11321 6
43 11413 2
43 11673 82
43 12021 2
43 13348 64
43 13411 90
43 13592 8
43 14280 4
43 14383 87
43 14415 24
43 14572 44
43 14594 48
43 14995 10
43 15293 38
43 15581 78
43 16160 56
43 16479 65
43 17522 26
43 17957 80
43 18016 55
43 18995 49
44 391 75
44 609 62
44 728 62
44 1022 30
44 1959 61
44 2169 28
44 2348 49
44 2627 51
44 4017 84
44 4025 46
44 4057 29
44 4548 7
44 5764 54
44 6378 40
44 6387 81
44 6769 23
44 7211 22
44 7381 50
44 7397 89
44 7584 44
44 7775 93
44 8467 16
44 8610 36
44 8769 31
44 9094 28
44 9766 68
44 9878 75
44 9900 48
44 10409 34
44 10642 87
44 10940 90
44 11224 45
44 11357 86
44 11780 76
44 11816 33
44 12373 30
44 13064 54
44 13839 30
44 13949 39
44 14151 60
44 15171 4
44 15386 34
44 15834 32
44 15967 40
44 16295 78
44 18080 64
44 18081 13
44 18387 69
44 18432 66
44 18968 93
44 19114 40
44 19850 32
45 57 25
45 195 24
45 264 92
45 346 35
45 384 97
45 931 40
45 1581 99
45 2075 2
45 2648 76
45 3297 78
45 3468 5
45 3495 26
45 3633 82
45 4384 36
45 4724 99
45 5342 4
45 5954 45
45 6176 59
45 6483 47
45 6527 16
45 6714 6
45 6769 63
45 6869 50
45 6937 67
45 7266 57
45 7625 19
45 8256 37
45 8980 65
45 9227 89
45 9391 40
45 9755 82
45 11051 27
45 11628 79
45 12895 25
45 12940 42
45 13110 47
45 13136 66
45 13676 25
45 14137 36
45 14385 95
45 14836 32
45 15011 91
45 15050 66
45 15251 50
45 15464 48
45 16066 42
45 16531 78
45 18534 55
45 18818 100
45 18973 11
45 19028 53
45 19085 57
46 784 87
46 1469 96
46 2194 2
46 2664 37
46 2797 72
46 2886 31
46 4569 27
46 4584 67
46 4588 52
46 4650 21
46 4952 32
46 4974 58
46 5408 38
46 5583 86
46 5685 72
46 5946 91
46 5975 42
46 6649 1
46 6694 61
46 6741 25
46 6853 12
46 6964 21
46 7064 100
46 7337 90
46 7758 45
46 8036 100
46 8637 89
46 9075 93
46 9174 45
46 9605 73
46 9732 36
46 10810 55
46 11511 33
46 11681 37
46 11743 16
46 12618 2
46 12636 56
46 12813 24
46 13188 94
46 13260 58
46 13800 24
46 14054 2
46 14158 18
46 14770 34
46 14877 71
46 15423 5
46 15472 54
46 15570 43
46 15928 47
46 16144 58
46 16831 16
46 16993 12
46 17161 3
46 18067 32
46 18095 68
46 18139 59
46 18579 0
46 18717 22
46 19182 58
46 19395 3
46 19505 75
46 19675 99
47 119 56
47 390 83
47 1334 24
47 1654 92
47 1838 71
47 3914 67
47 4152 89
47 4272 41
47 4514 90
47 4636 20
47 4882 96
47 6272 22
47 6589 87
47 9490 71
47 9596 38
47 10018 19
47 11340 34
47 11538 49
47 11813 24
47 12156 85
47 12327 74
47 12576 16
47 12685 25
47 12797 62
47 13478 94
47 13699 29
47 13726 6
47 14722 68
47 15036 50
47 15167 16
47 15403 -2
47 15999 10
47 16449 74
47 16573 72
47 16990 79
47 17095 91
47 17371 34
47 17802 2
47 17828 15
47 18028 7
47 18549 71
48 17 38
48 2613 1
48 2737 42
48 3118 80
48 3210 44
48 3489 94
48 3898 89
48 4265 83
48 4332 7
48 4978 76
48 5666 54
48 6841 77
48 7524 71
48 8343 19
48 8828 22
48 8998 63
48 9011 77
48 9120 18
48 9844 31
48 9906 30
48 10147 1
48 11339 94
48 11723 51
48 12715 33
48 14095 18
48 14294 31
48 14435 61
48 15775 85
48 16143 3
48 16562 70
48 17209 38
48 17483 22
48 17750 31
48 17829 90
48 18110 42
48 18532 58
48 18886 82
48 19664 58
48 19826 66
48 19863 54
49 32 1
49 320 81
49 813 39
49 1036 82
49 1110 73
49 1111 61
49 1408 87
49 2648 16
49 2950 28
49 3126 69
49 3242 42
49 3335 7
49 3360 10
49 3510 49
49 3702 74
49 3724 68
49 4471 88
49 5152 94
49 5209 100
49 5319 29
49 5666 91
49 5680 64
49 5755 99
49 5924 43
49 5927 23
49 6081 47
49 6364 9
49 7435 46
49 7764 36
49 8029 68
49 8795 28
49 9822 44
49 9900 1
49 10494 36
49 10497 76
49 11165 66
49 11755 24
49 11920 99
49 12183 54
49 12288 71
49 12600 98
49 13122 89
49 13417 49
49 14610 40
49 14623 45
49 15283 51
49 16071 0
49 16253 77
49 16997 6
49 17715 17
49 17810 9
49 18479 43
49 18513 92
49 18596 40
49 18865 69
49 19951 73
50 87 35
50 1222 50
50 1548 25
50 1688 79
50 1765 63
50 3025 86
50 3428 7
50 3491 16
50 3712 47
50 3736 21
50 4022 37
50 4207 6
50 4650 1
50 4679 26
50 6385 76
50 7074 24
50 7425 55
50 9279 64
50 9537 93
50 9584 38
50 9690 97
50 10043 80
50 10081 100
50 10170 5
50 10589 95
50 11031 11
50 11426 48
50 11439 13
50 11538 57
50 12841 18
50 12847 16
50 12897 3
50 13109 84
50 13265 91
50 13492 76
50 13499 48
50 13954 46
50 14780 86
50 15462 91
50 15562 43
50 15651 70
50 17203 35
50 17261 80
50 18282 81
50 18925 82
50 19012 80
50 19422 45
51 1125 73
51 2324 89
51 2573 74
51 3127 52
51 3802 36
51 3987 97
51 4576 75
51 4963 98
51 5512 75
51 5737 12
51 6601 24
51 6674 74
51 6675 0
51 6986 22
51 8006 9
51 8063 98
51 8726 18
51 9152 21
51 9643 99
51 10177 74
51 10606 15
51 10731 65
51 11547 86
51 11864 55
51 13600 82
51 13739 61
51 13759 98
51 13773 14
51 14268 22
51 15328 83
51 15652 78
51 15693 12
51 15766 38
51 15897 43
51 16040 52
51 16636 52
51 16929 56
51 17758 89
51 19001 53
51 19219 60
52 348 95
52 382 84
52 496 62
52 508 33
52 893 91
52 2237 14
52 3206 58
52 3336 10
52 3450 19
52 3785 60
52 3796 1
52 3923 98
52 3926 32
52 4384 46
52 4628 86
52 4858 97
52 6288 36
52 6540 21
52 7023 83
52 7457 4
52 7923 2
52 8284 12
52 8760 86
52 9335 31
52 9882 85
52 10115 64
52 10747 3
52 10947 49
52 11457 39
52 11508 93
52 11686 47
52 11738 68
52 11918 74
52 12417 96
52 12424 95
52 13092 14
52 13524 2
52 13541 62
52 13859 44
52 13891 63
52 14061 3
52 14132 90
52 16053 60
52 16125 73
52 16524 70
52 16535 29
52 16754 56
52 16871 84
52 17374 79
52 17796 49
52 17890 38
52 18448 73
52 18700 85
52 18729 -1
52 18828 82
52 19164 40
52 19166 56
52 19214 12
52 19381 13
53 560 47
53 648 25
53 1328 93
53 1494 88
53 1583 84
53 2000 16
53 2170 15
53 2358 0
53 2382 9
53 2705 3
53 2793 8
53 2957 46
53 3247 63
53 3530 79
53 4056 67
53 4870 55
53 5638 91
53 5715 72
53 5731 66
53 6252 89
53 6496 54
53 8756 3
53 8771 35
53 10012 96
53 10230 9
53 12649 77
53 12972 62
53 13691 24
53 13763 25
53 14798 67
53 15359 45
53 15528 41
53 15657 64
53 16282 91
53 16614 61
53 17345 59
53 17379 14
53 17590 73
53 17862 98
53 19121 7
53 19247 76
53 19542 30
53 19655 24
54 451 26
54 952 29
54 1556 52
54 1975 85
54 2022 70
54 2504 27
54 3139 28
54 3345 21
54 3672 78
54 3914 7
54 4633 90
54 5318 64
54 6097 1
54 6256 69
54 6739 45
54 6886 55
54 7122 100
54 7153 37
54 8481 18
54 9341 80
54 9418 99
54 9459 55
54 9654 69
54 9669 90
54 9749 28
54 10704 93
54 11364 23
54 11845 90
54 11954 4
54 12408 44
54 13161 32
54 13622 60
54 13793 79
54 13857 5
54 14445 91
54 14519 24
54 14991 18
54 16312 40
54 16333 65
54 16632 11
54 16933 48
54 17590 47
54 17835 92
54 18055 98
54 18221 91
54 18693 70
54 18782 14
54 19484 61
54 19565 52
54 19567 52
54 19725 44
54 19823 49
55 51 73
55 1470 78
55 1632 61
55 3687 99
55 4109 94
55 4403 84
55 4482 31
55 5351 9
55 6531 10
55 6855 77
55 7438 45
55 7520 14
55 7536 7
55 7754 13
55 8218 39
55 8553 26
55 9900 32
55 10128 76
55 10614 88
55 12263 68
55 12599 68
55 12834 22
55 14757 39
55 15179 69
55 15191 100
55 15338 59
55 15805 79
55 15919 70
55 16353 98
55 16632 92
55 16705 18
55 17301 38
55 17407 98
55 18006 25
55 18731 20
55 18851 65
55 19343 57
55 19506 27
56 266 11
56 531 88
56 2220 42
56 2285 12
56 3089 5
56 3136 72
56 3806 14
56 4106 39
56 5489 76
56 5961 26
56 7084 38
56 7662 15
56 7947 66
56 8054 51
56 8263 99
56 10431 67
56 10563 43
56 10632 78
56 10664 9
56 10830 89
56 10979 51
56 11204 48
56 11628 54
56 12239 48
56 13003 15
56 13261 9
56 13426 75
56 13493 26
56 13953 76
56 14111 64
56 14235 54
56 14338 80
56 14428 9
56 14512 24
56 14820 1
56 15100 23
56 15454 50
56 15628 100
56 16216 51
56 17297 31
56 17462 96
56 17745 31
56 17955 52
56 18140 70
56 18503 97
56 18517 91
56 18596 15
56 18694 11
56 19065 79
56 19334 98
56 19849 85
57 46 0
57 369 9
57 682 9
57 902 4
57 1006 7
57 1011 18
57 1175 83
57 1258 89
57 1309 99
57 1329 27
57 1801 29
57 2171 73
57 2941 95
57 3799 76
57 4265 24
57 4402 94
57 4416 55
57 5337 17
57 5750 17
57 5820 28
57 5857 71
57 5858 96
57 5907 41
57 6176 51
57 6267 3
57 6566 42
57 7131 4
57 7730 3
57 8084 78
57 8515 82
57 9889 43
57 10494 16
57 10530 75
57 11277 64
57 12435 55
57 12472 39
57 12945 88
57 13354 15
57 14266 59
57 14293 91
57 14425 15
57 14882 46
57 15563 8
57 15933 46
57 16079 19
57 16183 67
57 16210 5
57 16374 54
57 16525 83
57 16789 64
57 17111 50
57 17274 67
57 17296 91
57 17868 57
57 18906 34
57 19471 11
57 19741 51
58 281 67
58 524 97
58 704 7
58 1434 66
58 1529 46
58 1575 96
58 2248 48
58 2296 58
58 2702 32
58 2772 20
58 2854 39
58 3279 84
58 3960 32
58 4244 54
58 4476 84
58 4579 84
58 4589 5
58 5018 47
58 5190 37
58 6012 32
58 6684 51
58 6838 87
58 7174 34
58 7222 64
58 8513 89
58 9556 78
58 9874 68
58 9937 19
58 10378 89
58 10827 33
58 12856 27
58 13175 95
58 15800 80
58 15832 5
58 16156 18
58 16583 99
58 16764 85
58 16887 67
58 16925 87
58 17601 90
58 18069 45
58 18080 59
58 18497 16
58 18512 15
58 18977 61
58 19135 40
59 223 84
59 1636 34
59 1874 41
59 2442 64
59 2446 9
59 2520 76
59 3431 2
59 4238 57
59 4464 61
59 4479 63
59 4493 85
59 4591 41
59 5579 65
59 5686 33
59 6633 39
59 7119 41
59 8278 83
59 8707 90
59 8838 17
59 8993 30
59 9213 23
59 9357 51
59 9624 58
59 9991 10
59 10545 34
59 11758 2
59 12227 33
59 12559 87
59 12636 22
59 13031 80
59 15060 3
59 15637 19
59 15650 19
59 15952 24
59 15969 33
59 16185 70
59 16652 5
59 16667 29
59 16750 66
59 17289 66
59 17366 75
59 17698 48
59 18005 72
59 18257 46
59 18275 92
59 18350 15
59 18451 6
59 18488 31
59 18492 80
59 18817 52
59 19922 40
60 230 22
60 335 58
60 722 80
60 1634 21
60 2302 21
60 3485 3
60 4139 0
60 4373 34
60 5043 29
60 5962 21
60 6247 21
60 6351 84
60 7204 13
60 7306 32
60 7417 27
60 7553 61
60 8428 3
60 8530 90
60 9221 31
60 9503 56
60 10551 76
60 11395 86
60 11450 55
60 11983 99
60 11997 99
60 12209 49
60 12652 68
60 14076 81
60 14083 80
60 14596 25
60 14881 41
60 14970 96
60 15340 33
60 15494 77
60 15610 91
60 16474 23
60 16545 2
60 16998 98
60 17695 80
60 17893 53
60 18091 28
60 18603 39
60 19085 6
60 19331 12
60 19899 55
61 229 42
61 508 19
61 511 56
61 1322 18
61 1734 61
61 2297 20
61 2423 70
61 2494 59
61 2849 85
61 3308 85
61 3360 42
61 4048 41
61 4403 94
61 4512 20
61 5419 57
61 5428 29
61 6120 91
61 6270 73
61 6423 76
61 6915 43
61 7823 7
61 8302 54
61 8469 43
61 8802 41
61 8897 69
61 9202 8
61 9892 22
61 9940 11
61 10240 7
61 12320 74
61 12538 2
61 12653 97
61 12659 53
61 13349 90
61 13453 2
61 13485 79
61 14582 75
61 14795 98
61 14905 46
61 15495 48
61 15581 15
61 15638 80
61 15689 63
61 15942 41
61 16393 65
61 16519 98
61 17149 95
61 17411 85
61 17448 89
61 18293 43
61 18672 67
61 18716 11
61 18777 84
61 18928 74
62 219 83
62 838 12
62 872 73
62 875 51
62 2827 75
62 3066 67
62 3523 76
62 3720 85
62 4072 83
62 4703 21
62 4765 53
62 4905 32
62 5299 91
62 5366 98
62 5393 23
62 5485 48
62 6114 53
62 6510 89
62 7224 43
62 7300 47
62 7589 50
62 8156 0
62 8541 48
62 9362 47
62 9397 87
62 9448 13
62 9461 46
62 9926 49
62 10716 55
62 11001 91
62 12336 63
62 13345 92
62 13541 5
62 13547 67
62 13859 85
62 13958 82
62 14090 89
62 16221 58
62 16233 17
62 16274 96
62 16324 64
62 16516 39
62 16677 90
62 17037 98
62 17108 8
62 17970 61
62 18290 14
62 18361 14
62 19436 40
63 23 17
63 152 66
63 153 0
63 227 41
63 454 90
63 1249 93
63 1660 63
63 1680 66
63 1809 98
63 2338 51
63 2355 16
63 2662 8
63 2983 58
63 4292 75
63 5017 36
63 5261 5
63 5622 63
63 6062 60
63 6113 94
63 6358 37
63 6876 54
63 7035 33
63 7591 54
63 7782 44
63 8011 74
63 8496 4
63 9523 11
63 9729 73
63 9917 32
63 10078 49
63 11455 10
63 11499 87
63 11528 12
63 11595 34
63 11793 57
63 12178 97
63 12830 77
63 12984 99
63 14088 23
63 14321 51
63 14329 95
63 14394 90
63 15498 1
63 15702 76
63 16087 95
63 16407 99
63 16483 53
63 16498 68
63 16770 45
63 16971 10
63 17469 10
63 17498 21
63 17551 7
63 18315 33
63 18529 2
63 19428 52
64 74 29
64 457 56
64 1520 9
64 2354 56
64 4088 43
64 4101 5
64 4250 39
64 4552 83
64 4581 27
64 4708 3
64 4944 11
64 5076 2
64 5205 88
64 5774 52
64 5866 44
64 5871 100
64 6026 14
64 6309 70
64 6869 74
64 7201 63
64 7869 61
64 9931 59
64 10188 5
64 10238 34
64 10275 58
64 10511 70
64 10796 63
64 11783 33
64 11983 81
64 12103 55
64 12104 27
64 12224 77
64 12841 96
64 13194 24
64 13636 57
64 14100 0
64 14212 74
64 14370 50
64 14921 31
64 15349 57
64 16015 51
64 16222 3
64 16353 22
64 16605 41
64 16830 86
64 16838 37
64 17110 83
64 17938 55
64 18302 21
64 18841 39
64 18882 6
64 18959 33
64 19319 4
65 237 24
65 874 42
65 3026 18
65 3209 61
65 3242 84
65 3662 93
65 3921 58
65 4702 24
65 5694 87
65 5755 8
65 6262 34
65 6621 93
65 7352 58
65 8096 42
65 8284 65
65 8431 25
65 8798 84
65 8964 60
65 9340 16
65 9706 9
65 10034 55
65 10602 44
65 10732 1
65 11279 31
65 11581 52
65 11904 94
65 12696 8
65 12703 3
65 13598 29
65 13773 44
65 14024 82
65 14190 57
65 14603 95
65 14903 96
65 15627 53
65 15962 34
65 16248 99
65 16968 40
65 17894 11
65 18232 93
65 18390 80
65 18670 79
66 7 15
66 71 69
66 462 1
66 609 7
66 1125 17
66 1173 44
66 1175 37
66 1520 78
66 1979 31
66 2558 5
66 4064 90
66 4994 85
66 5535 42
66 5848 29
66 5892 95
66 6056 94
66 6122 86
66 6318 17
66 7685 15
66 8148 24
66 8658 11
66 9311 32
66 9717 16
66 9787 52
66 10033 33
66 10526 1
66 10794 53
66 10936 73
66 11867 11
66 11880 31
66 12062 50
66 12185 82
66 12500 5
66 12921 32
66 13924 83
66 14068 91
66 14171 3
66 14406 94
66 15019 50
66 15176 42
66 16109 37
66 16375 34
66 16672 73
66 17146 3
66 18113 14
66 18490 98
66 18524 13
66 19036 73
66 19813 76
66 19926 12
67 688 68
67 1493 94
67 1945 95
67 2106 89
67 2256 16
67 2322 62
67 3945 58
67 4494 54
67 4502 18
67 4830 52
67 5086 28
67 5306 82
67 6086 23
67 6338 97
67 6808 97
67 6973 44
67 7080 71
67 7380 94
67 7962 15
67 8284 94
67 8721 38
67 9157 42
67 9239 35
67 10178 77
67 10346 9
67 11320 32
67 11393 17
67 11395 43
67 11713 10
67 12802 66
67 13689 5
67 13791 57
67 13829 97
67 13889 91
67 13965 15
67 14022 83
67 14155 65
67 15414 78
67 16242 39
67 16500 38
67 17062 61
67 17252 75
67 17498 100
67 17752 80
67 18094 46
67 18277 62
67 18533 59
67 19017 50
68 173 60
68 660 64
68 1199 72
68 1943 52
68 2182 13
68 2533 77
68 3166 14
68 3528 82
68 3695 46
68 3741 42
68 4184 30
68 4345 27
68 4378 65
68 4603 38
68 5012 42
68 5208 9
68 6942 20
68 7131 88
68 7167 38
68 7356 82
68 7685 1
68 8150 79
68 8189 55
68 8259 16
68 8376 69
68 8400 13
68 8430 80
68 8581 93
68 8637 28
68 8831 1
68 9171 5
68 9359 45
68 9904 41
68 10146 15
68 10329 30
68 10520 19
68 10954 17
68 11115 91
68 11262 17
68 11472 41
68 11863 3
68 11956 16
68 12382 5
68 12448 99
68 12699 19
68 13114 26
68 13333 83
68 13417 92
68 13613 6
68 14981 22
68 15355 74
68 15776 15
68 16382 32
68 16785 45
68 17514 59
68 18516 71
68 19044 77
68 19155 79
68 19200 66
68 19442 69
68 19874 92
69 561 7
69 634 37
69 1424 42
69 1610 45
69 1889 18
69 3757 55
69 4079 55
69 4560 12
69 4828 39
69 5237 75
69 5432 20
69 5774 51
69 6889 66
69 7281 95
69 7433 22
69 7550 57
69 7628 87
69 7936 74
69 8580 15
69 8850 72
69 9243 47
69 9296 64
69 9510 71
69 9749 1
69 10146 32
69 10437 47
69 10852 71
69 11028 32
69 11815 70
69 11961 89
69 12239 37
69 12383 50
69 12931 86
69 13024 35
69 13266 97
69 13364 46
69 13815 6
69 14202 63
69 14209 91
69 14459 50
69 14554 61
69 14665 49
69 14950 30
69 15454 79
69 15537 82
69 15877 35
69 16006 46
69 16562 35
69 16998 53
69 17300 16
69 17633 53
69 17705 34
69 17762 48
69 17877 44
69 17922 80
69 18160 9
69 18879 39
69 19244 95
69 19297 59
69 19325 77
69 19681 64
69 19701 82
69 19857 96
70 409 10
70 1229 49
70 1672 34
70 2371 1
70 2818 75
70 3849 29
70 4157 45
70 4251 69
70 4363 71
70 4909 73
70 4983 72
70 5256 15
70 5440 81
70 5809 19
70 5881 29
70 5906 25
70 6920 5
70 7122 81
70 7212 52
70 7489 16
70 7507 47
70 7610 76
70 7740 3
70 7970 67
70 8348 77
70 8855 12
70 9122 54
70 9213 5
70 9270 97
70 9411 67
70 9852 63
70 10174 75
70 10263 36
70 10388 87
70 11059 88
70 11461 31
70 11875 36
70 11981 73
70 12368 43
70 12408 6
70 13681 67
70 14382 2
70 14414 45
70 14901 22
70 14930 98
70 15408 50
70 15656 16
70 15690 38
70 15866 38
70 16847 52
70 17256 52
70 17523 49
70 17934 77
70 18756 85
70 18919 89
70 19259 20
71 204 100
71 1941 44
71 2168 21
71 3481 20
71 4884 53
71 5074 98
71 6101 74
71 6403 46
71 6510 3
71 7524 12
71 8060 57
71 8211 8
71 8617 63
71 9274 54
71 9311 22
71 9583 88
71 10078 66
71 11002 18
71 11261 100
71 11437 89
71 11511 51
71 11791 17
71 12727 41
71 13049 86
71 13342 74
71 15188 7
71 15330 9
71 15815 94
71 15896 57
71 17213 91
71 18809 87
71 18934 58
71 18938 48
71 19507 100
72 14 46
72 112 61
72 446 72
72 648 45
72 711 68
72 1234 4
72 2099 62
72 2574 16
72 3756 16
72 4325 91
72 4894 64
72 6299 72
72 6370 9
72 6679 62
72 6748 3
72 6887 55
72 7321 38
72 7341 18
72 7574 61
72 7607 95
72 7994 7
72 8504 93
72 9720 14
72 10033 4
72 10827 3
72 10890 84
72 11092 92
72 11142 72
72 11507 81
72 11594 40
72 11920 96
72 12063 35
72 12521 25
72 12712 93
72 13002 13
72 13038 89
72 13959 36
72 14421 15
72 14598 5
72 14899 7
72 14994 98
72 15084 91
72 15258 26
72 15302 41
72 16424 38
72 16519 11
72 16582 33
72 17354 91
72 18682 37
73 589 88
73 855 13
73 981 5
73 1180 37
73 1371 16
73 1664 59
73 2126 21
73 2567 69
73 3637 76
73 4236 100
73 4369 21
73 4747 60
73 4945 0
73 5271 97
73 5422 95
73 5907 0
73 6200 94
73 6255 30
73 6517 68
73 7981 57
73 8016 1
73 8064 87
73 8387 86
73 8395 2
73 9031 82
73 9570 72
73 10217 92
73 10298 15
73 11546 10
73 15376 84
73 15656 22
73 15812 85
73 15900 35
73 16255 32
73 16422 62
73 17177 20
73 17619 34
73 17802 42
73 17981 91
74 549 81
74 780 2
74 916 75
74 1295 27
74 2886 96
74 3613 85
74 4083 100
74 4150 46
74 5374 58
74 5527 84
74 7210 77
74 7389 29
74 8980 66
74 10269 69
74 10303 74
74 11046 40
74 11322 0
74 11392 58
74 11752 76
74 12632 78
74 12660 28
74 12892 58
74 12966 62
74 13679 10
74 14166 0
74 14490 43
74 14827 48
74 15371 100
74 15414 24
74 15416 17
74 15576 97
74 15964 39
74 16127 74
74 16537 27
74 16841 26
74 17137 80
74 17287 96
74 17312 64
74 17677 39
74 17753 21
74 18089 33
74 18364 29
74 18409 63
74 18546 60
74 18603 91
74 18632 40
74 18836 73
74 18926 10
74 19342 95
74 19982 62
74 19994 94
75 1105 91
75 1116 12
75 1163 56
75 1446 72
75 2117 89
75 2297 21
75 2425 27
75 2557 13
75 3281 13
75 3704 0
75 3747 53
75 4294 45
75 4941 49
75 5159 46
75 5181 57
75 6564 100
75 6637 58
75 6830 20
75 7426 99
75 7550 88
75 7753 58
75 7847 41
75 8277 59
75 8628 10
75 8676 46
75 8736 92
75 8759 92
75 9032 7
75 9106 0
75 9509 19
75 9848 25
75 11110 72
75 11765 72
75 12515 41
75 12626 59
75 12632 50
75 12927 58
75 12956 74
75 13424 100
75 14145 28
75 14626 79
75 14784 100
75 15756 68
75 15943 99
75 16225 30
75 16247 74
75 16317 70
75 16482 63
75 16690 58
75 16733 45
75 16831 18
75 17174 63
75 17446 100
75 17458 0
75 17617 84
75 17914 37
75 17979 47
75 18004 79
75 18221 19
75 18395 58
75 18396 24
75 19109 92
75 19754 93
76 202 54
76 768 12
76 1187 22
76 1774 81
76 2019 100
76 2245 50
76 2837 7
76 3502 88
76 3888 79
76 4469 40
76 5548 3
76 6168 6
76 6187 35
76 6253 68
76 6353 33
76 6801 65
76 6943 82
76 7615 23
76 8162 23
76 9131 78
76 9154 49
76 9548 92
76 9739 16
76 9890 97
76 9966 17
76 10045 47
76 11920 9
76 12123 60
76 12809 81
76 12917 17
76 13066 68
76 13467 94
76 13813 83
76 14059 18
76 14093 85
76 14319 88
76 14511 10
76 15700 8
76 16023 72
76 16099 64
76 16647 10
76 17792 39
76 17836 5
76 18151 94
76 18772 98
76 19134 85
76 19250 58
76 19455 66
76 19836 37
77 512 64
77 752 100
77 1535 24
77 1980 57
77 2317 36
77 2358 18
77 2425 14
77 2584 43
77 2928 57
77 3168 93
77 3292 96
77 3420 97
77 3612 55
77 3852 34
77 4057 12
77 4168 13
77 4480 62
77 4621 42
77 4859 54
77 5483 96
77 6103 94
77 6285 92
77 6829 35
77 6834 96
77 7061 9
77 7206 93
77 7505 64
77 7863 73
77 8032 57
77 8564 35
77 8595 5
77 8886 23
77 9129 95
77 9465 69
77 9882 7
77 10857 33
77 10911 55
77 11003 26
77 11609 68
77 11679 91
77 11775 35
77 12023 32
77 12183 78
77 12222 42
77 12511 25
77 12676 11
77 12792 35
77 13015 65
77 13295 22
77 13500 67
77 13576 65
77 13677 58
77 13775 20
77 14101 88
77 14688 73
77 14932 69
77 15223 52
77 15487 76
77 15582 48
77 15925 11
77 16086 87
77 16219 40
77 16528 97
77 16858 28
77 17635 37
77 17889 55
77 17909 10
77 17926 21
77 18085 19
77 19202 37
77 19348 53
77 19666 85
77 19670 25
77 19881 41
78 143 55
78 1485 95
78 1660 10
78 2143 10
78 2221 25
78 2411 96
78 2584 96
78 2654 58
78 3093 24
78 3357 43
78 3638 82
78 3851 82
78 4191 70
78 4413 23
78 4799 49
78 4889 49
78 4962 37
78 5006 28
78 5326 30
78 5328 45
78 5601 11
78 6152 68
78 7225 7
78 7269 12
78 7360 96
78 7361 6
78 7733 4
78 8198 6
78 9734 75
78 10646 93
78 10834 18
78 11160 37
78 11615 32
78 12026 3
78 12277 8
78 12674 2
78 12685 60
78 13057 14
78 13286 79
78 13689 5
78 14749 65
78 14851 93
78 14987 18
78 15137 96
78 15795 76
78 15864 15
78 17085 70
78 17187 62
78 17834 57
78 17948 79
78 18071 43
78 19802 50
79 21 79
79 734 68
79 810 33
79 812 18
79 992 72
79 1227 13
79 1532 38
79 2115 29
79 2280 48
79 2353 53
79 2524 25
79 2624 96
79 2708 74
79 3079 48
79 3175 50
79 3503 42
79 3891 82
79 4748 70
79 5370 13
79 5659 62
79 5680 2
79 5766 67
79 5895 30
79 6643 57
79 8759 87
79 8781 11
79 9471 50
79 9601 10
79 9640 67
79 9935 79
79 10105 62
79 10553 40
79 11226 1
79 11328 12
79 11532 47
79 11873 90
79 12073 0
79 12104 57
79 12128 97
79 12270 43
79 12781 44
79 12835 3
79 13097 78
79 15026 58
79 15733 12
79 16955 26
79 17271 15
79 17433 50
79 17862 5
79 18455 85
79 19244 49
79 19462 74
80 228 65
80 1765 82
80 2126 85
80 3556 31
80 3966 45
80 4885 70
80 5135 98
80 6059 42
80 6107 33
80 6234 16
80 6872 2
80 7155 98
80 7159 38
80 7615 90
80 8236 81
80 9793 31
80 9843 62
80 10141 54
80 11012 1
80 11296 33
80 11606 77
80 11882 75
80 12134 61
80 13803 25
80 14185 26
80 15469 76
80 16108 49
80 16626 75
80 17168 96
80 17347 68
80 17450 38
80 17633 78
